Break1_chr	Break1_loc	Break_direction	Break2_chr	Break2_loc	MapQ	Read_ID	Classification
NC_000069.7	13842161	>>	NC_000069.7	14146272	46	ERR2680377.902505	Pass
NC_000071.7	77026265	<>	NC_000068.8	158224423	60	ERR2680377.902781	Chimeric
NC_000073.7	111946114	><	NC_000073.7	111946030	60	ERR2680377.903070	Foldback
NC_000070.7	32823504	><	NC_000070.7	32808812	51	ERR2680377.903312	Pass
NC_000070.7	40733440	<<	NC_000086.8	93318998	25	ERR2680377.903419	Chimeric
NC_000086.8	81916573	<>	NC_000086.8	81918477	60	ERR2680377.903508	Pass
NC_000068.8	136612030	><	NC_000067.7	125321818	40	ERR2680377.903585	Chimeric
NC_000069.7	60536339	<<	NC_000069.7	68523890	47	ERR2680377.903670	Chimeric
NC_000077.7	57208264	>>	NC_000077.7	57207632	27	ERR2680377.903983	Pass
NC_000071.7	107626190	<<	NC_000077.7	102056312	60	ERR2680377.904380	Chimeric
NC_000076.7	40813751	<<	NC_000076.7	40814555	60	ERR2680377.904391	Pass
NC_000082.7	6562464	>>	NC_000082.7	6561334	60	ERR2680377.904418	Pass
NC_000083.7	36628808	><	NC_000083.7	36628404	60	ERR2680377.904464	Pass
NC_000079.7	105087233	<<	NC_000079.7	105087684	49	ERR2680377.904494	Pass
NC_000079.7	105087240	<<	NC_000079.7	105103629	37	ERR2680377.904494	Pass
NC_000076.7	32706874	><	NC_000080.7	30514200	60	ERR2680377.904623	Chimeric
NC_000074.7	125096656	><	NC_000074.7	125096151	60	ERR2680377.904659	Pass
NC_000068.8	136623899	<>	NC_000069.7	136637558	60	ERR2680377.904769	Chimeric
NC_000070.7	109698508	<>	NC_000070.7	109748146	60	ERR2680377.904803	Pass
NC_000069.7	53167898	<<	NC_000069.7	52951043	52	ERR2680377.904817	Pass
NC_000082.7	87886648	>>	NC_000070.7	36121492	40	ERR2680377.904908	Chimeric
NC_000078.7	13290559	<>	NC_000078.7	13290618	21	ERR2680377.905242	Foldback
NC_000074.7	48413332	<<	NC_000070.7	43032919	35	ERR2680377.905583	Chimeric
NC_000084.7	15196436	><	NC_000084.7	15102694	60	ERR2680377.905731	Pass
NC_000068.8	107146569	>>	NC_000079.7	89470206	21	ERR2680377.905790	Chimeric
NC_000068.8	143505191	<<	NC_000068.8	143506902	60	ERR2680377.905957	Pass
NC_000068.8	121172419	<<	NC_000068.8	121172979	56	ERR2680377.906079	Pass
NC_000068.8	20140232	<<	NC_000079.7	97315102	60	ERR2680377.906347	Chimeric
NC_000076.7	93740739	>>	NC_000070.7	108524771	30	ERR2680377.906642	Chimeric
NC_000073.7	58929248	<>	NC_000081.7	82144684	22	ERR2680377.906804	Chimeric
NC_000072.7	135707505	>>	NC_000067.7	21926090	60	ERR2680377.906968	Chimeric
NC_000067.7	34852774	<>	NC_000067.7	34852868	60	ERR2680377.907013	Foldback
NC_000072.7	88803905	<>	NC_000072.7	88804101	54	ERR2680377.907126	Foldback
NC_000085.7	17200102	<>	NC_000083.7	44350106	60	ERR2680377.907310	Chimeric
NC_000074.7	123630516	<<	NC_000068.8	119304831	38	ERR2680377.907471	Chimeric
NC_000078.7	111615894	><	NC_000076.7	32683091	60	ERR2680377.907815	Chimeric
NC_000067.7	74302941	<<	NC_005089.1	661	60	ERR2680377.908192	Chimeric
NC_000080.7	77875052	<>	NC_000080.7	77958423	60	ERR2680377.908440	Pass
NC_000083.7	26039643	<<	NC_000077.7	55296044	60	ERR2680377.908487	Chimeric
NC_000077.7	5490184	>>	NC_000077.7	5487999	60	ERR2680377.908834	Pass
NC_000069.7	105851162	>>	NC_000077.7	55008819	30	ERR2680377.908974	Chimeric
NC_000080.7	45767049	><	NC_000080.7	45742066	26	ERR2680377.909194	Pass
NC_000072.7	77120922	>>	NC_000072.7	77582163	60	ERR2680377.909314	Pass
NC_000068.8	42015712	<<	NC_000082.7	66454325	53	ERR2680377.909469	Chimeric
NC_000082.7	40226485	>>	NC_000071.7	65728539	60	ERR2680377.909695	Chimeric
NC_005089.1	5835	<<	NC_000077.7	115241959	60	ERR2680377.909860	Chimeric
NC_000083.7	90914200	>>	NC_000083.7	90912799	60	ERR2680377.909935	Pass
NC_000077.7	87275672	>>	NC_000077.7	87275100	30	ERR2680377.910155	Pass
NC_000073.7	105230378	><	NC_000078.7	109527246	33	ERR2680377.910508	Chimeric
NC_000077.7	103713382	><	NC_000077.7	103821642	60	ERR2680377.910736	Pass
NC_000072.7	29470074	<<	NC_000077.7	42440020	33	ERR2680377.910800	Chimeric
NC_000069.7	127601658	>>	NC_000072.7	32458488	60	ERR2680377.910977	Chimeric
NC_000069.7	69467200	<>	NC_000080.7	56960270	60	ERR2680377.911070	Chimeric
NC_000074.7	29709268	<<	NC_000074.7	29381540	60	ERR2680377.911095	Pass
NC_000083.7	47126072	>>	NC_000083.7	47124466	44	ERR2680377.911126	Pass
NC_000083.7	87139109	<<	NC_000067.7	65147018	60	ERR2680377.911136	Chimeric
NC_000070.7	56958283	><	NC_000078.7	11376227	60	ERR2680377.911142	Chimeric
NC_000072.7	90705015	<<	NC_000072.7	90705693	44	ERR2680377.911237	Pass
NC_000067.7	17228716	<>	NC_000067.7	17227258	60	ERR2680377.911491	Pass
NC_000082.7	91373048	><	NC_000082.7	91371695	60	ERR2680377.911633	Pass
NC_000071.7	72044147	<>	NC_000071.7	72044009	60	ERR2680377.911966	Foldback
NC_000067.7	59740766	<>	NC_000068.8	32709379	60	ERR2680377.911979	Chimeric
NC_000084.7	82603186	<<	NC_000070.7	131496847	60	ERR2680377.912347	Chimeric
NC_000071.7	132245153	<<	NC_000071.7	132250347	60	ERR2680377.912721	Pass
NC_000068.8	136623932	<>	NC_000070.7	6220372	39	ERR2680377.912824	Chimeric
NC_000068.8	30950046	>>	NC_000068.8	30945441	60	ERR2680377.913011	Pass
NC_000072.7	125120878	<<	NC_000073.7	90101297	60	ERR2680377.913126	Chimeric
NC_000085.7	10428170	<>	NC_000085.7	10428716	36	ERR2680377.913204	Pass
NC_000078.7	67144241	<<	NC_000078.7	67255571	60	ERR2680377.913307	Pass
NC_000077.7	69548626	><	NC_000077.7	69547891	33	ERR2680377.913774	Pass
NC_000081.7	103207964	<>	NC_000081.7	103197526	60	ERR2680377.914029	Pass
NC_000072.7	27513411	>>	NC_000072.7	27509593	60	ERR2680377.914174	Pass
NC_000081.7	20570185	>>	NC_000081.7	20567796	17	ERR2680377.914374	Pass
NC_000074.7	125096238	><	NC_000077.7	70503117	60	ERR2680377.914686	Chimeric
NC_000077.7	70499662	<<	NC_000073.7	54925218	60	ERR2680377.914686	Chimeric
NC_000080.7	67100048	>>	NC_000080.7	67041750	46	ERR2680377.914827	Pass
NC_000075.7	71922975	>>	NC_000075.7	71776578	60	ERR2680377.915108	Pass
NC_000082.7	27978243	<>	NC_000067.7	59916327	60	ERR2680377.915186	Chimeric
NC_000071.7	49159303	<>	NC_000078.7	100165802	60	ERR2680377.915357	Chimeric
NC_000073.7	44539311	>>	NC_000080.7	56120418	60	ERR2680377.915577	Chimeric
NC_000068.8	132708204	<<	NC_000068.8	132708415	43	ERR2680377.915698	Pass
NC_000073.7	59634838	<<	NC_000068.8	130019083	60	ERR2680377.915784	Chimeric
NC_000075.7	29090553	>>	NC_000075.7	29874121	60	ERR2680377.916656	Pass
NC_000084.7	32562588	>>	NC_000084.7	32561356	34	ERR2680377.916697	Pass
NC_000067.7	30912939	><	NC_000067.7	30912908	34	ERR2680377.916788	Foldback
NC_000071.7	37063121	><	NC_000072.7	35487547	60	ERR2680377.916805	Chimeric
NC_000086.8	41196937	<>	NC_000083.7	24402672	15	ERR2680377.916844	Chimeric
NC_000077.7	114607852	<<	NC_000077.7	114609208	60	ERR2680377.917456	Pass
NC_000077.7	95953894	><	NC_000080.7	113552542	16	ERR2680377.917973	Chimeric
NC_000068.8	163467429	<>	NC_000068.8	163468177	37	ERR2680377.918065	Pass
NC_000076.7	32252989	>>	NC_000082.7	91486628	41	ERR2680377.918108	Chimeric
NC_000070.7	141586061	><	NC_000076.7	67722308	42	ERR2680377.918484	Chimeric
NC_000078.7	100165787	<<	NC_000074.7	11035433	60	ERR2680377.918632	Chimeric
NC_000081.7	98636123	><	NC_000069.7	127601494	60	ERR2680377.918737	Chimeric
NC_000078.7	111757183	<>	NC_000078.7	111759713	60	ERR2680377.918751	Pass
NC_000071.7	71118554	><	NC_000071.7	71118555	60	ERR2680377.918768	Foldback
NC_000078.7	38411994	>>	NC_000078.7	38410746	60	ERR2680377.918891	Pass
NC_000084.7	35742092	>>	NC_000084.7	35739254	60	ERR2680377.919040	Pass
NC_005089.1	13065	<>	NC_000074.7	63809581	17	ERR2680377.919107	Chimeric
NC_000068.8	72923908	>>	NC_005089.1	4502	55	ERR2680377.919151	Chimeric
NC_000068.8	7049134	>>	NC_000076.7	90770629	60	ERR2680377.919169	Chimeric
NC_000071.7	3610967	>>	NC_000071.7	3607751	60	ERR2680377.919265	Pass
NC_000086.8	58108044	>>	NC_000067.7	104728129	60	ERR2680377.919296	Chimeric
NC_000068.8	134967010	>>	NC_000068.8	134965012	60	ERR2680377.919391	Pass
NC_000083.7	13236894	><	NC_000083.7	13993477	60	ERR2680377.919628	Pass
NC_000071.7	142889214	<<	NC_000071.7	142889986	50	ERR2680377.919725	Pass
NC_005089.1	6189	<>	NC_000075.7	113805603	20	ERR2680377.919756	Chimeric
NC_000080.7	94034667	<>	NC_005089.1	3980	60	ERR2680377.919778	Chimeric
NC_000071.7	148442299	<>	NC_000071.7	148442335	60	ERR2680377.919846	Foldback
NC_000071.7	69268138	>>	NC_000071.7	69497690	60	ERR2680377.919910	Pass
NC_000081.7	4125648	<<	NC_000071.7	121426362	24	ERR2680377.919939	Chimeric
NC_000068.8	136623888	<>	NC_000068.8	91638757	60	ERR2680377.920019	Chimeric
NC_000073.7	27380810	>>	NC_000073.7	27378266	60	ERR2680377.920179	Pass
NC_000071.7	5832097	>>	NC_000085.7	31736660	33	ERR2680377.920292	Chimeric
NC_000084.7	39164938	><	NC_000083.7	22213232	27	ERR2680377.920565	Chimeric
NC_000075.7	35127468	<>	NC_000075.7	35127643	60	ERR2680377.920628	Foldback
NC_000080.7	124373709	>>	NC_000080.7	124753802	60	ERR2680377.920949	Pass
NC_000075.7	29874139	<<	NC_000075.7	29090551	48	ERR2680377.920950	Pass
NC_000080.7	45578583	<<	NC_000073.7	16927186	14	ERR2680377.921134	Chimeric
NC_000067.7	24652200	>>	NC_000081.7	48643304	10	ERR2680377.921415	Chimeric
NC_000080.7	124470209	><	NC_000080.7	124469952	60	ERR2680377.921450	Pass
NC_000069.7	103259144	>>	NC_000069.7	103257716	60	ERR2680377.921676	Pass
NC_000070.7	150717450	>>	NC_000070.7	150714940	60	ERR2680377.921701	Pass
NC_000084.7	77870071	<>	NC_000070.7	150674169	60	ERR2680377.921757	Chimeric
NC_000074.7	119484225	>>	NC_000074.7	119925602	28	ERR2680377.921881	Pass
NC_000074.7	29777010	>>	NC_000070.7	133260751	60	ERR2680377.922049	Chimeric
NC_000084.7	35051736	>>	NC_000084.7	35048244	60	ERR2680377.922056	Pass
NC_000069.7	88135616	>>	NC_000069.7	88124906	19	ERR2680377.922069	Pass
NC_000078.7	46506944	><	NC_000082.7	22287848	60	ERR2680377.922247	Chimeric
NC_000082.7	40082631	<<	NC_000082.7	39805089	54	ERR2680377.922312	Pass
NC_000068.8	35620526	><	NC_000068.8	35620357	60	ERR2680377.922860	Foldback
NC_000082.7	67219711	>>	NC_000067.7	3388655	60	ERR2680377.922982	Chimeric
NC_000076.7	77323694	><	NC_000076.7	77323670	45	ERR2680377.923499	Foldback
NC_000080.7	116183891	><	NC_000080.7	116183767	60	ERR2680377.923528	Foldback
NC_000068.8	90835199	>>	NC_000068.8	90828924	60	ERR2680377.923797	Pass
NC_000068.8	90835207	>>	NC_000068.8	90828924	60	ERR2680377.923797	Pass
NC_000067.7	172101775	><	NC_000067.7	172102165	60	ERR2680377.923799	Pass
NC_000073.7	78057134	<<	NC_000073.7	78059807	60	ERR2680377.923875	Pass
NC_000073.7	141909685	><	NC_000073.7	141909623	49	ERR2680377.923952	Foldback
NC_000077.7	88533431	<>	NC_000067.7	159415522	60	ERR2680377.924068	Chimeric
NC_000076.7	32630959	<<	NC_000075.7	95286504	60	ERR2680377.924168	Chimeric
NC_000074.7	124585988	><	NC_000074.7	124585904	60	ERR2680377.924341	Foldback
NC_000072.7	80440243	<>	NC_000075.7	113684233	60	ERR2680377.924375	Chimeric
NC_000084.7	36111621	<>	NC_000084.7	36111396	53	ERR2680377.924588	Pass
NC_000071.7	114078560	<>	NC_000071.7	114078676	60	ERR2680377.924671	Foldback
NC_000071.7	145043854	<>	NC_000072.7	12361530	20	ERR2680377.924704	Chimeric
NC_000069.7	136641557	<>	NC_000069.7	136641069	60	ERR2680377.924733	Pass
NC_000083.7	27971192	><	NC_000083.7	28005120	33	ERR2680377.924982	Pass
NC_000075.7	119278487	><	NC_000083.7	24859713	60	ERR2680377.925032	Chimeric
NC_000071.7	22951622	>>	NC_000071.7	23307409	60	ERR2680377.925383	Pass
NC_000067.7	179437462	<>	NC_000067.7	179437535	60	ERR2680377.925411	Foldback
NC_000073.7	54498875	<>	NC_000068.8	136623156	60	ERR2680377.925430	Chimeric
NC_000067.7	180260255	><	NC_000067.7	180262310	60	ERR2680377.925541	Pass
NC_000071.7	77142477	<>	NC_000071.7	77146860	60	ERR2680377.925590	Pass
NC_000078.7	109684262	>>	NC_000078.7	109682572	60	ERR2680377.925823	Pass
NC_000068.8	58719874	>>	NC_000068.8	58713254	60	ERR2680377.925944	Pass
NC_000083.7	33337178	>>	NC_000083.7	33336553	60	ERR2680377.926146	Pass
NC_000084.7	77867610	<>	NC_000084.7	77869498	50	ERR2680377.926182	Pass
NC_000082.7	70181923	><	NC_000078.7	11376198	60	ERR2680377.926267	Chimeric
NC_000086.8	135737554	<<	NC_000067.7	52202865	60	ERR2680377.926497	Chimeric
NC_000086.8	73355192	<>	NC_000086.8	73352679	18	ERR2680377.926678	Pass
NC_000072.7	39439518	>>	NC_000082.7	6746490	56	ERR2680377.926736	Chimeric
NC_000075.7	47763989	<<	NC_000075.7	47764666	60	ERR2680377.926860	Pass
NC_000076.7	59283048	<>	NC_000076.7	59283162	60	ERR2680377.926977	Foldback
NC_000081.7	83960766	><	NC_000081.7	83960663	60	ERR2680377.927080	Foldback
NC_000075.7	47462250	>>	NC_000075.7	47460492	60	ERR2680377.927192	Pass
NC_000071.7	103060953	><	NC_000068.8	136623208	28	ERR2680377.927264	Chimeric
NC_000072.7	38583501	<<	NC_000077.7	80308459	60	ERR2680377.927287	Chimeric
NC_000074.7	71208685	<<	NC_000073.7	120242362	60	ERR2680377.928029	Chimeric
NC_000083.7	24905558	><	NC_000083.7	24904707	60	ERR2680377.928114	Pass
NC_000084.7	38592255	>>	NC_000084.7	38587831	60	ERR2680377.928646	Pass
NC_000074.7	55512980	<>	NC_000074.7	55513203	60	ERR2680377.928671	Pass
NC_000084.7	43192226	<<	NC_000084.7	42871126	60	ERR2680377.928812	Pass
NC_000086.8	20691854	>>	NC_000069.7	156425312	40	ERR2680377.928894	Chimeric
NC_000085.7	36870206	<<	NC_000083.7	87743276	60	ERR2680377.929012	Chimeric
NC_000071.7	104236374	><	NC_000071.7	104234979	38	ERR2680377.929332	Pass
NC_000068.8	136623173	<>	NC_000072.7	119908575	60	ERR2680377.929717	Chimeric
NC_000070.7	149732971	<>	NC_000074.7	26292038	13	ERR2680377.929758	Chimeric
NC_000074.7	26291955	<>	NC_000070.7	149732872	60	ERR2680377.929760	Chimeric
NC_000077.7	36286383	>>	NC_000075.7	45774277	60	ERR2680377.929815	Chimeric
NC_000068.8	136623168	<<	NC_000082.7	40117337	60	ERR2680377.929831	Chimeric
NC_000072.7	135706840	<>	NC_000072.7	135707971	60	ERR2680377.929948	Pass
NC_000073.7	99493949	><	NC_000073.7	99488953	60	ERR2680377.929994	Pass
NC_000077.7	87236275	>>	NC_000077.7	87233266	60	ERR2680377.930041	Pass
NC_000071.7	128835833	>>	NC_000073.7	55576159	60	ERR2680377.930137	Chimeric
NC_000070.7	34354355	<>	NC_000070.7	34354393	24	ERR2680377.930138	Foldback
NC_000077.7	45800941	<>	NC_000067.7	30855555	60	ERR2680377.930441	Chimeric
NC_000082.7	41377920	>>	NC_000068.8	93030691	60	ERR2680377.930611	Chimeric
NC_000073.7	54485769	>>	NC_000073.7	54702501	55	ERR2680377.930784	Pass
NC_000070.7	155818034	><	NC_000070.7	155818217	60	ERR2680377.930818	Foldback
NC_000069.7	88652748	><	NC_000067.7	64829594	60	ERR2680377.931192	Chimeric
NC_000069.7	153617670	><	NC_000069.7	153617670	60	ERR2680377.931386	Foldback
NC_000085.7	5852060	<>	NC_000073.7	3347096	60	ERR2680377.931757	Chimeric
NC_000075.7	96215007	>>	NC_000071.7	49168996	13	ERR2680377.932116	Chimeric
NC_000077.7	36276152	>>	NC_000077.7	36568294	60	ERR2680377.932179	Pass
NC_000082.7	20220791	>>	NC_000082.7	20219372	60	ERR2680377.932252	Pass
NC_000074.7	25939239	<<	NC_000074.7	25940322	42	ERR2680377.932615	Pass
NC_000081.7	76597738	><	NC_000081.7	76597308	60	ERR2680377.932728	Pass
NC_000079.7	51305445	<<	NC_000072.7	28426597	40	ERR2680377.932748	Chimeric
NC_000067.7	91206831	><	NC_000077.7	79417801	60	ERR2680377.932885	Chimeric
NC_000079.7	52661173	<<	NC_000078.7	11376242	60	ERR2680377.932960	Chimeric
NC_000073.7	30319521	<>	NC_000073.7	30320035	50	ERR2680377.933046	Pass
NC_000070.7	56957655	><	NC_000068.8	148717176	60	ERR2680377.933061	Chimeric
NC_000069.7	94426430	><	NC_000069.7	94406694	49	ERR2680377.933087	Pass
NC_000073.7	126791679	><	NC_000076.7	92837824	60	ERR2680377.933208	Chimeric
NC_000079.7	91302336	<<	NC_000079.7	91085509	60	ERR2680377.933309	Pass
NC_000086.8	102343247	<<	NC_000071.7	142995227	10	ERR2680377.933349	Chimeric
NC_000078.7	40454201	>>	NC_000078.7	40449107	26	ERR2680377.933581	Pass
NC_005089.1	672	>>	NC_000085.7	42257105	60	ERR2680377.933604	Chimeric
NC_000070.7	86775457	><	NC_000079.7	74555449	16	ERR2680377.933718	Chimeric
NC_000070.7	68799122	>>	NC_005089.1	14145	60	ERR2680377.933812	Chimeric
NC_000069.7	157722071	><	NC_000069.7	157722092	60	ERR2680377.933891	Foldback
NC_000072.7	128406327	>>	NC_000077.7	29692601	60	ERR2680377.933938	Chimeric
NC_000068.8	25093411	><	NC_000068.8	25090759	60	ERR2680377.933997	Pass
NC_000068.8	148717399	><	NC_000073.7	123645208	60	ERR2680377.934155	Chimeric
NC_005089.1	1207	<>	NC_005089.1	1093	49	ERR2680377.934238	Foldback
NC_000068.8	181433183	>>	NC_000068.8	181432389	60	ERR2680377.934278	Pass
NC_000077.7	78393092	><	NC_000077.7	78393008	60	ERR2680377.934391	Foldback
NC_000077.7	5010717	><	NC_000072.7	21663400	45	ERR2680377.934397	Chimeric
NC_000073.7	15656265	>>	NC_000083.7	57009724	60	ERR2680377.934454	Chimeric
NC_000077.7	119809869	><	NC_000077.7	119809807	60	ERR2680377.934767	Foldback
NC_000075.7	49025870	<>	NC_000075.7	49026858	60	ERR2680377.934769	Pass
NC_000068.8	136623880	<>	NC_000082.7	40232986	60	ERR2680377.934774	Chimeric
NC_000070.7	42774979	><	NC_000067.7	25184726	60	ERR2680377.934787	Chimeric
NC_000068.8	136623890	<>	NC_000081.7	4457444	60	ERR2680377.934808	Chimeric
NC_000085.7	45970647	<>	NC_000071.7	31032248	60	ERR2680377.934917	Chimeric
NC_000076.7	41784418	><	NC_000078.7	54842483	60	ERR2680377.935070	Chimeric
NC_000079.7	43058363	<<	NC_000079.7	43058893	60	ERR2680377.935151	Pass
NC_000067.7	124299287	><	NC_000084.7	31108149	60	ERR2680377.935239	Chimeric
NC_000076.7	117582700	>>	NC_000078.7	17983370	60	ERR2680377.935241	Chimeric
NC_000080.7	70862060	><	NC_000080.7	70862712	25	ERR2680377.935435	Pass
NC_000077.7	93790690	<<	NC_000077.7	93794592	60	ERR2680377.935442	Pass
NC_000076.7	127006804	<>	NC_000076.7	127007794	53	ERR2680377.935547	Pass
NC_000083.7	88375472	>>	NC_000083.7	88374776	60	ERR2680377.935595	Pass
NC_000077.7	97898232	>>	NC_000077.7	97897764	60	ERR2680377.935623	Pass
NC_000075.7	29090551	>>	NC_000075.7	29322850	59	ERR2680377.935732	Pass
NC_000073.7	73207893	>>	NC_000086.8	93318372	60	ERR2680377.935780	Chimeric
NC_000077.7	77385284	<<	NC_000077.7	77388536	60	ERR2680377.935907	Pass
NC_000081.7	98033217	><	NC_000081.7	51835634	33	ERR2680377.936083	Chimeric
NC_000073.7	45734130	<>	NC_000073.7	45734622	60	ERR2680377.936335	Pass
NC_000071.7	76710196	>>	NC_000072.7	96010642	27	ERR2680377.936421	Chimeric
NC_000073.7	80643007	><	NC_000080.7	88361221	39	ERR2680377.936504	Chimeric
NC_000068.8	107125762	><	NC_000068.8	107125463	60	ERR2680377.936889	Pass
NC_000073.7	57308925	>>	NC_000073.7	57307771	60	ERR2680377.937014	Pass
NC_005089.1	2676	><	NC_000076.7	105683694	38	ERR2680377.937177	Chimeric
NC_000080.7	40715935	>>	NC_000083.7	9054923	32	ERR2680377.937189	Chimeric
NC_000086.8	73354893	<<	NC_000070.7	144855319	48	ERR2680377.937346	Chimeric
NC_000072.7	96500290	<<	NC_000072.7	96092735	20	ERR2680377.937553	Pass
NC_000069.7	61279485	<<	NC_000072.7	80449330	60	ERR2680377.937615	Chimeric
NC_000068.8	163859743	<>	NC_000068.8	163859530	37	ERR2680377.937672	Pass
NC_000085.7	5474457	><	NC_000085.7	5473887	16	ERR2680377.937680	Pass
NC_000086.8	135737102	<>	NC_000086.8	135737397	60	ERR2680377.937732	Pass
NC_000078.7	67095997	<>	NC_000082.7	24810352	60	ERR2680377.937762	Chimeric
NC_000073.7	30139398	><	NC_000073.7	30186813	57	ERR2680377.937764	Pass
NC_000081.7	39315618	<<	NC_000081.7	39342106	60	ERR2680377.938036	Pass
NC_000068.8	131365041	<>	NC_000067.7	124328923	60	ERR2680377.938060	Chimeric
NC_000070.7	132022763	<>	NC_000070.7	132022073	60	ERR2680377.938203	Pass
NC_000068.8	136623886	<<	NC_000083.7	17742119	60	ERR2680377.938299	Chimeric
NC_000080.7	124913936	<<	NC_000080.7	124373692	60	ERR2680377.938350	Pass
NC_000068.8	135315982	<<	NC_000077.7	53273145	60	ERR2680377.938410	Chimeric
NC_000068.8	18256550	><	NC_000068.8	18256677	45	ERR2680377.938445	Foldback
NC_000076.7	90043403	<<	NC_000077.7	115279864	38	ERR2680377.938867	Chimeric
NC_000077.7	115279163	<>	NC_000068.8	136623893	60	ERR2680377.938867	Chimeric
NC_000077.7	5939669	>>	NC_000077.7	5920601	60	ERR2680377.938890	Pass
NC_000068.8	136623173	<<	NC_000073.7	98733496	60	ERR2680377.938912	Chimeric
NC_000073.7	97535553	<>	NC_000073.7	97547729	60	ERR2680377.939136	Pass
NC_000070.7	126571459	<>	NC_000068.8	80361543	60	ERR2680377.939173	Chimeric
NC_000068.8	164680916	<<	NC_000068.8	118360019	60	ERR2680377.939642	Chimeric
NC_000086.8	167658445	><	NC_000073.7	91088157	60	ERR2680377.939644	Chimeric
NC_000080.7	73622686	><	NC_000080.7	73603835	60	ERR2680377.939826	Pass
NC_000074.7	55440265	>>	NC_000076.7	20946361	11	ERR2680377.939912	Chimeric
NC_000072.7	122285954	<<	NC_005089.1	2675	59	ERR2680377.939993	Chimeric
NC_000071.7	29654938	<>	NC_000071.7	29655244	53	ERR2680377.940054	Pass
NC_000071.7	86181423	<<	NC_000071.7	86194441	60	ERR2680377.940113	Pass
NC_000080.7	64654651	<<	NC_000080.7	64360781	60	ERR2680377.940273	Pass
NC_000077.7	100252693	><	NC_000078.7	104670487	11	ERR2680377.940365	Chimeric
NC_005089.1	4521	<<	NC_000072.7	134864821	60	ERR2680377.940367	Chimeric
NC_000072.7	27512042	>>	NC_000072.7	27510281	60	ERR2680377.940385	Pass
NC_000068.8	181025046	<>	NC_000068.8	181022106	41	ERR2680377.940633	Pass
NC_000080.7	124913928	<<	NC_000080.7	124373697	57	ERR2680377.940890	Pass
NC_000072.7	92164635	<>	NC_000074.7	72039363	34	ERR2680377.940936	Chimeric
NC_000070.7	46662499	<<	NC_000067.7	124323612	60	ERR2680377.941172	Chimeric
NC_000077.7	86956448	>>	NC_000077.7	86945777	50	ERR2680377.941394	Pass
NC_000082.7	96295013	<>	NC_000082.7	96326724	60	ERR2680377.941435	Pass
NC_000077.7	7127866	<>	NC_000077.7	7127835	39	ERR2680377.941531	Foldback
NC_000076.7	119557395	><	NC_000067.7	79413136	28	ERR2680377.941578	Chimeric
NC_000072.7	80353865	>>	NC_000082.7	96326588	25	ERR2680377.942058	Chimeric
NC_000086.8	139873239	<<	NC_000086.8	139873669	60	ERR2680377.942352	Pass
NC_000086.8	139873236	<<	NC_000086.8	139873671	60	ERR2680377.942352	Pass
NC_000080.7	30907009	><	NC_000067.7	60458243	60	ERR2680377.942422	Chimeric
NC_000072.7	87791863	><	NC_000072.7	87791631	60	ERR2680377.942525	Pass
NC_000083.7	24905269	><	NC_000083.7	24904873	58	ERR2680377.942714	Pass
NC_000079.7	54907346	><	NC_000079.7	54907699	48	ERR2680377.942727	Pass
NC_000068.8	136102824	><	NC_000068.8	136103190	60	ERR2680377.942896	Pass
